timestamp_utc,load_kwh,pv_kwh,ev_baseline_kwh,ev_opt_kwh,charge_kwh,discharge_kwh,soc_kwh,grid_import_baseline_kwh,grid_import_opt_kwh,emissions_baseline_kg,emissions_opt_kg,fossil_kwh_baseline,fossil_kwh_opt
2025-09-29 01:00:00+00:00,2.6023643249400514,4.5184,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29 02:00:00+00:00,2.690092739265187,3.2256,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-29 03:00:00+00:00,2.528831922543927,2.0096000000000003,0.0,0.0,0.0,0.5192319225439266,12.278440081532707,0.5192319225439266,0.0,0.033320650924449045,0.0,0.3292269360234322,0.0
2025-09-29 04:00:00+00:00,2.689729889427449,0.8448000000000001,0.0,0.0,0.0,0.0,12.278440081532707,1.8449298894274486,1.8449298894274486,0.11543856718889565,0.11543856718889565,1.1465152054403132,1.1465152054403132
2025-09-29 05:00:00+00:00,2.562366290402097,0.032,0.0,0.0,0.5753262299655704,0.0,12.825,2.530366290402097,2.530366290402097,0.1535876668081995,0.1535876668081995,1.5444821413044254,1.5444821413044254
2025-09-29 06:00:00+00:00,2.5846652897945153,0.0,0.0,0.0,0.0,0.0,12.825,2.5846652897945153,2.5846652897945153,0.15347751543478066,0.15347751543478066,1.5627838924912385,1.5627838924912385
2025-09-29 07:00:00+00:00,2.6655405187640886,0.0,0.0,0.0,0.0,0.0,12.825,2.6655405187640886,2.6655405187640886,0.15569184470799055,0.15569184470799055,1.608681736162021,1.608681736162021
2025-09-29 08:00:00+00:00,2.581839827273832,0.0,0.0,0.0,0.0,0.0,12.825,2.581839827273832,2.581839827273832,0.1505972591887078,0.1505972591887078,1.5575419073461116,1.5575419073461116
2025-09-29 09:00:00+00:00,2.609918737534612,0.0,0.0,0.0,0.0,0.0,12.825,2.609918737534612,2.609918737534612,0.1514500534396064,0.1514500534396064,1.5824337699522906,1.5824337699522906
2025-09-29 10:00:00+00:00,2.5055118226486135,0.0,0.0,0.0,0.0,0.0,12.825,2.5055118226486135,2.5055118226486135,0.1470441432172353,0.1470441432172353,1.5418180849692127,1.5418180849692127
2025-09-29 11:00:00+00:00,2.650702621734961,0.0,0.0,0.0,0.0,0.0,12.825,2.650702621734961,2.650702621734961,0.16162346833638352,0.16162346833638352,1.6681344141468144,1.6681344141468144
2025-09-29 12:00:00+00:00,2.607628662643856,0.0,0.0,0.0,0.0,2.607628662643856,10.080127723532783,2.607628662643856,0.0,0.16781996717948913,0.0,1.6598704820374457,0.0
2025-09-29 13:00:00+00:00,2.5659463432998186,0.0,0.0,0.0,0.0,2.5659463432998186,7.379131572690868,2.5659463432998186,0.0,0.16482269724486903,0.0,1.5817479680967657,0.0
2025-09-29 14:00:00+00:00,2.6576857406856806,0.0,0.0,0.0,5.0,0.0,12.129131572690868,2.6576857406856806,2.6576857406856806,0.15978049887011023,0.15978049887011023,1.5372950622498747,1.5372950622498747
2025-09-29 15:00:00+00:00,2.560638965858329,0.0,0.0,0.0,0.7324930813780328,0.0,12.825,2.560638965858329,2.560638965858329,0.14640618577218592,0.14640618577218592,1.4249221678861712,1.4249221678861712
2025-09-29 16:00:00+00:00,2.5906995778961304,0.0,0.0,0.0,0.0,0.0,12.825,2.5906995778961304,2.5906995778961304,0.14586529320945088,0.14586529320945088,1.423321289515503,1.423321289515503
2025-09-29 17:00:00+00:00,2.526808339449433,0.15360000000000001,0.0,0.0,0.0,0.0,12.825,2.373208339449433,2.373208339449433,0.13350565710772022,0.13350565710772022,1.3132719321316981,1.3132719321316981
2025-09-29 18:00:00+00:00,3.580622597289426,1.2608000000000001,21.53846153846154,7.0,0.0,0.0,12.825,23.858284135750967,9.319822597289427,1.3646827238387411,0.53308950532215,13.445912960783543,5.252411394720481
2025-09-29 19:00:00+00:00,3.54069104813523,2.7136,21.53846153846154,7.0,0.0,0.0,12.825,22.36555258659677,7.82709104813523,1.299674832968952,0.45483666058464456,12.798430083372136,4.4789627775966165
2025-09-29 20:00:00+00:00,3.5524626680883697,3.776,21.53846153846154,7.0,0.0,0.0,12.825,21.31492420654991,6.776462668088371,1.2475609309323443,0.3966258567333184,12.356278636131679,3.928320836745648
2025-09-29 21:00:00+00:00,3.6500729345260106,4.9728,21.53846153846154,7.0,0.0,0.0,12.825,20.215734472987553,5.67727293452601,1.1850112635050918,0.33279188457859155,11.829808881845326,3.3222168541665935
2025-09-29 22:00:00+00:00,3.556081751597208,5.6192,21.53846153846154,7.0,0.0,0.0,12.825,19.47534329005875,4.936881751597208,1.14697846514712,0.29075210483967334,11.4997867852859,2.915126407888106
2025-09-29 23:00:00+00:00,2.597038194886327,5.888000000000001,21.53846153846154,7.0,0.0,0.0,12.825,18.247499733347865,3.7090381948863262,1.0958762287606985,0.22275088909376164,11.05319111869824,2.246702761129918
2025-09-30 00:00:00+00:00,2.6961474399602476,5.6512,21.53846153846154,7.0,0.0,0.0,12.825,18.58340897842179,4.044947439960247,1.161728260483746,0.25286693946356215,11.778141016173723,2.5636825517956567
2025-09-30 01:00:00+00:00,2.6923314387327575,4.364800000000001,21.53846153846154,7.0,0.0,5.0,7.561842105263157,19.865992977194296,0.32753143873275725,1.285059671112906,0.021186831356491194,13.006446352522316,0.21443781297680226
2025-09-30 02:00:00+00:00,2.6449579881547067,3.2448,21.53846153846154,7.0,0.0,5.0,2.2986842105263143,20.938619526616247,1.4001579881547066,1.3576996686262395,0.09078889055343728,13.65125798810354,0.9128547321903029
2025-09-30 03:00:00+00:00,2.608245371109487,2.0096000000000003,21.53846153846154,7.0,0.0,0.9012499999999984,1.35,22.137106909571028,6.697395371109487,1.4256308142632175,0.43131260355568035,14.165674146472456,4.2857054828700925
2025-09-30 04:00:00+00:00,2.555378240809074,0.8640000000000001,21.53846153846154,7.0,0.0,0.0,1.35,23.229839779270613,8.691378240809073,1.469617263128355,0.5498531037854718,14.551321690804492,5.444335471970366
2025-09-30 05:00:00+00:00,2.5321304017550252,0.032,21.53846153846154,7.0,0.0,0.0,1.35,24.038591940216566,9.500130401755026,1.472612520460854,0.5819812995049001,14.755315152398934,5.831348958183565
2025-09-30 06:00:00+00:00,2.6939850826432266,0.0,21.53846153846154,7.0,5.0,0.0,6.1,24.232446621104767,9.693985082643227,1.460516005355241,0.5842670610298409,14.81890043674915,5.928175640750559
2025-09-30 07:00:00+00:00,2.603213717109576,0.0,0.0,0.0,5.0,0.0,10.85,2.603213717109576,2.603213717109576,0.15529123864935107,0.15529123864935107,1.5904490910382056,1.5904490910382056
2025-09-30 08:00:00+00:00,2.5231731224941543,0.0,0.0,0.0,2.078947368421052,0.0,12.825,2.5231731224941543,2.5231731224941543,0.15025905162187694,0.15025905162187694,1.5514360942794976,1.5514360942794976
2025-09-30 09:00:00+00:00,2.6246979511075,0.0,0.0,0.0,0.0,0.0,12.825,2.6246979511075,2.6246979511075,0.1562887180525334,0.1562887180525334,1.6269226672994574,1.6269226672994574
2025-09-30 10:00:00+00:00,2.6553366228684596,0.0,0.0,0.0,0.0,0.0,12.825,2.6553366228684596,2.6553366228684596,0.1599041490735983,0.1599041490735983,1.675573756123013,1.675573756123013
2025-09-30 11:00:00+00:00,2.6226006602106082,0.0,0.0,0.0,0.0,0.0,12.825,2.6226006602106082,2.6226006602106082,0.16338228548639233,0.16338228548639233,1.6999649503955974,1.6999649503955974
2025-09-30 12:00:00+00:00,2.6834595409581805,0.0,0.0,0.0,0.0,2.6834595409581805,10.000305746359809,2.6834595409581805,0.0,0.17717852462808184,0.0,1.7628674749672175,0.0
2025-09-30 13:00:00+00:00,2.5079185753328406,0.0,0.0,0.0,0.0,2.5079185753328406,7.3603914565357655,2.5079185753328406,0.0,0.16454659268595062,0.0,1.6000509358742803,0.0
2025-09-30 14:00:00+00:00,2.6057178526520044,0.0,0.0,0.0,0.0,0.0,7.3603914565357655,2.6057178526520044,2.6057178526520044,0.15949193936625847,0.15949193936625847,1.5479915584732025,1.5479915584732025
2025-09-30 15:00:00+00:00,2.5918671765770807,0.0,0.0,0.0,5.0,0.0,12.110391456535766,2.5918671765770807,2.5918671765770807,0.15133768139503753,0.15133768139503753,1.479068734250087,1.479068734250087
2025-09-30 16:00:00+00:00,2.5124699158299753,0.0,0.0,0.0,0.7522195194360356,0.0,12.825,2.5124699158299753,2.5124699158299753,0.14529344274957987,0.14529344274957987,1.4171174873937646,1.4171174873937646
2025-09-30 17:00:00+00:00,2.628265633827875,0.16000000000000003,0.0,0.0,0.0,0.0,12.825,2.468265633827875,2.468265633827875,0.14408929107956128,0.14408929107956128,1.40819582434744,1.40819582434744
2025-09-30 18:00:00+00:00,3.670526567696131,1.2608000000000001,0.0,0.0,0.0,0.0,12.825,2.409726567696131,2.409726567696131,0.14329310163724399,0.14329310163724399,1.404416332794256,1.404416332794256
2025-09-30 19:00:00+00:00,3.618588203620857,2.5024,0.0,0.0,0.0,0.0,12.825,1.1161882036208568,1.1161882036208568,0.06788197020678981,0.06788197020678981,0.6648739209088099,0.6648739209088099
2025-09-30 20:00:00+00:00,3.552019489547445,3.1424000000000003,0.0,0.0,0.0,0.0,12.825,0.40961948954744454,0.40961948954744454,0.025153312880807754,0.025153312880807754,0.24638963091011834,0.24638963091011834
2025-09-30 21:00:00+00:00,3.667976304206282,4.1664,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30 22:00:00+00:00,3.601899176304302,4.992000000000001,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-09-30 23:00:00+00:00,2.6021777768933068,5.7408,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 00:00:00+00:00,2.6506060415404358,5.888000000000001,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 01:00:00+00:00,2.5295844071569915,4.8384,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 02:00:00+00:00,2.6639253438238555,3.5968000000000004,0.0,0.0,0.0,0.0,12.825,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 03:00:00+00:00,2.6366573812006515,2.2464,0.0,0.0,0.0,0.39025738120065157,12.414202756630893,0.39025738120065157,0.0,0.026160933456419844,0.0,0.25783569964155234,0.0
2025-10-01 04:00:00+00:00,2.6574193883109603,0.8448000000000001,0.0,0.0,0.0,1.81261938831096,10.506182347882513,1.81261938831096,0.0,0.12202939061196008,0.0,1.1791510020011935,0.0
2025-10-01 05:00:00+00:00,2.538323251804027,0.0256,0.0,0.0,0.0,2.5127232518040272,7.861210503878274,2.5127232518040272,0.0,0.16661054880799267,0.0,1.6081877182091797,0.0
2025-10-01 06:00:00+00:00,2.660472832226906,0.0,0.0,0.0,0.0,2.660472832226906,5.0607127857446885,2.660472832226906,0.0,0.17251160279993827,0.0,1.6915523081520254,0.0
2025-10-01 07:00:00+00:00,2.53826478521144,0.0,0.0,0.0,0.0,0.0,5.0607127857446885,2.53826478521144,2.53826478521144,0.1616815521997112,0.1616815521997112,1.6151103161409603,1.6151103161409603
2025-10-01 08:00:00+00:00,2.5163105234727023,0.0,0.0,0.0,0.0,0.0,5.0607127857446885,2.5163105234727023,2.5163105234727023,0.15865242840727667,0.15865242840727667,1.6057085879017412,1.6057085879017412
2025-10-01 09:00:00+00:00,2.671045394857414,0.0,0.0,0.0,0.0,0.0,5.0607127857446885,2.671045394857414,2.671045394857414,0.1680788612507657,0.1680788612507657,1.7072655807411639,1.7072655807411639
2025-10-01 10:00:00+00:00,2.672256699235534,0.0,0.0,0.0,0.0,2.672256699235534,2.2478109970757054,2.672256699235534,0.0,0.17133386507363407,0.0,1.7317483268976717,0.0
2025-10-01 11:00:00+00:00,2.675307419283316,0.0,0.0,0.0,0.0,0.8529204472219201,1.35,2.675307419283316,1.822386972061396,0.17831740091151843,0.12146765114569674,1.773151709525377,1.2078494425112034
2025-10-01 12:00:00+00:00,2.594381943871758,0.0,0.0,0.0,0.0,0.0,1.35,2.594381943871758,2.594381943871758,0.18093045860992688,0.18093045860992688,1.7443867412359804,1.7443867412359804
2025-10-01 13:00:00+00:00,2.554809677722744,0.0,0.0,0.0,0.0,0.0,1.35,2.554809677722744,2.554809677722744,0.17879501808266213,0.17879501808266213,1.6766804566190316,1.6766804566190316
2025-10-01 14:00:00+00:00,2.5014183657206335,0.0,0.0,0.0,0.0,0.0,1.35,2.5014183657206335,2.5014183657206335,0.16415886015534562,0.16415886015534562,1.5355876508779345,1.5355876508779345
2025-10-01 15:00:00+00:00,2.6291441791149897,0.0,0.0,0.0,0.0,0.0,1.35,2.6291441791149897,2.6291441791149897,0.16356685391039316,0.16356685391039316,1.5486871869448675,1.5486871869448675
2025-10-01 16:00:00+00:00,2.6439818767017385,0.0,0.0,0.0,5.0,0.0,6.1,2.6439818767017385,2.6439818767017385,0.16019244506197602,0.16019244506197602,1.531588813174081,1.531588813174081
2025-10-01 17:00:00+00:00,2.6671138433000547,0.1408,0.0,0.0,5.0,0.0,10.85,2.5263138433000547,2.5263138433000547,0.15213277017731028,0.15213277017731028,1.4704326623977784,1.4704326623977784
2025-10-01 18:00:00+00:00,3.5563755654729086,1.2032,0.0,0.0,0.0,0.0,10.85,2.3531755654729087,2.3531755654729087,0.14308441523560256,0.14308441523560256,1.391547649501575,1.391547649501575
2025-10-01 19:00:00+00:00,3.5430436334325948,2.3488,0.0,0.0,0.0,0.0,10.85,1.1942436334325945,1.1942436334325945,0.07354650320898064,0.07354650320898064,0.7173959902942244,0.7173959902942244
2025-10-01 20:00:00+00:00,3.6278662760133176,3.4752000000000005,0.0,0.0,0.0,0.0,10.85,0.15266627601331706,0.15266627601331706,0.00938305366225006,0.00938305366225006,0.09253702127088669,0.09253702127088669
2025-10-01 21:00:00+00:00,3.661010966629002,4.64,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 22:00:00+00:00,3.692734174568994,5.2672,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-01 23:00:00+00:00,2.5301049660842354,5.3248,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 00:00:00+00:00,2.5964424776398674,5.0048,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 01:00:00+00:00,2.6789431724392347,4.4799999999999995,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 02:00:00+00:00,2.5845433813890875,3.5072000000000005,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 03:00:00+00:00,2.6179004124168097,2.2592,0.0,0.0,0.0,0.35870041241680983,10.472420618508622,0.35870041241680983,0.0,0.024518685210000096,0.0,0.23806029100180373,0.0
2025-10-02 04:00:00+00:00,2.5048981354986726,0.8064,0.0,0.0,0.0,1.6984981354986726,8.684527844299492,1.6984981354986726,0.0,0.11765499451211324,0.0,1.1119026072145524,0.0
2025-10-02 05:00:00+00:00,2.6346919774305877,0.0256,0.0,0.0,0.0,2.609091977430588,5.93811523647782,2.609091977430588,0.0,0.17773742020299851,0.0,1.6763346055546482,0.0
2025-10-02 06:00:00+00:00,2.6838177239267647,0.0,0.0,0.0,0.0,2.6838177239267647,3.1130439481338574,2.6838177239267647,0.0,0.1807138793219733,0.0,1.7129096430821866,0.0
2025-10-02 07:00:00+00:00,2.6653650659113444,0.0,0.0,0.0,0.0,1.6748917507271643,1.35,2.6653650659113444,0.99047331518418,0.17719875035414664,0.06584862837532343,1.701275156630454,0.6322089480271967
2025-10-02 08:00:00+00:00,2.6771040533419894,0.0,0.0,0.0,0.0,0.0,1.35,2.6771040533419894,2.6771040533419894,0.17504983501320903,0.17504983501320903,1.7046103201942435,1.7046103201942435
2025-10-02 09:00:00+00:00,2.6320710761041046,0.0,0.0,0.0,0.0,0.0,1.35,2.6320710761041046,2.6320710761041046,0.16997346505834363,0.16997346505834363,1.6732115096451354,1.6732115096451354
2025-10-02 10:00:00+00:00,2.5491104534486357,0.0,0.0,0.0,0.0,0.0,1.35,2.5491104534486357,2.5491104534486357,0.1660654723782759,0.1660654723782759,1.6412842939191792,1.6412842939191792
2025-10-02 11:00:00+00:00,2.6537033997792507,0.0,0.0,0.0,0.0,0.0,1.35,2.6537033997792507,2.6537033997792507,0.17905956659516756,0.17905956659516756,1.7456868226532405,1.7456868226532405
2025-10-02 12:00:00+00:00,2.542334948521502,0.0,0.0,0.0,0.0,0.0,1.35,2.542334948521502,2.542334948521502,0.17745226911120293,0.17745226911120293,1.693746423258773,1.693746423258773
2025-10-02 13:00:00+00:00,2.6662549669328923,0.0,0.0,0.0,0.0,0.0,1.35,2.6662549669328923,2.6662549669328923,0.18573663936132814,0.18573663936132814,1.734638570772583,1.734638570772583
2025-10-02 14:00:00+00:00,2.5125435845141535,0.0,0.0,0.0,0.0,0.0,1.35,2.5125435845141535,2.5125435845141535,0.1629708855841067,0.1629708855841067,1.527181112792606,1.527181112792606
2025-10-02 15:00:00+00:00,2.665097562678711,0.0,0.0,0.0,0.0,0.0,1.35,2.665097562678711,2.665097562678711,0.1654847313663264,0.1654847313663264,1.5619996981284932,1.5619996981284932
2025-10-02 16:00:00+00:00,2.53290145329482,0.0,0.0,0.0,0.0,0.0,1.35,2.53290145329482,2.53290145329482,0.15760248132554702,0.15760248132554702,1.4734721556839874,1.4734721556839874
2025-10-02 17:00:00+00:00,2.5750293992993285,0.128,0.0,0.0,0.0,0.0,1.35,2.4470293992993284,2.4470293992993284,0.15149050352778765,0.15149050352778765,1.4248637780004498,1.4248637780004498
2025-10-02 18:00:00+00:00,3.563347633311393,1.1264,0.0,0.0,0.0,0.0,1.35,2.4369476333113926,2.4369476333113926,0.15041636512191808,0.15041636512191808,1.4414728500801182,1.4414728500801182
2025-10-02 19:00:00+00:00,3.6382674070555483,2.5600000000000005,0.0,0.0,0.0,0.0,1.35,1.0782674070555478,1.0782674070555478,0.06699016754631262,0.06699016754631262,0.646134681837365,0.646134681837365
2025-10-02 20:00:00+00:00,3.5357143756348743,3.6736,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 21:00:00+00:00,3.579251232443397,4.7488,0.0,0.0,5.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 22:00:00+00:00,3.5011649190215963,5.0048,0.0,0.0,5.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-02 23:00:00+00:00,2.55249894255002,5.3568,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03 00:00:00+00:00,2.584237762845791,4.985600000000001,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03 01:00:00+00:00,2.521184247341465,3.8592,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03 02:00:00+00:00,2.6266319892073113,2.7968,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0
2025-10-03 03:00:00+00:00,2.5760848539773065,1.8304,0.0,0.0,0.0,0.7456848539773064,10.06506857476073,0.7456848539773064,0.0,0.050610196486805696,0.0,0.49074492629977545,0.0
2025-10-03 04:00:00+00:00,2.645058787615248,0.6272000000000001,0.0,0.0,0.0,2.0178587876152476,7.941006693060469,2.0178587876152476,0.0,0.13793978038779103,0.0,1.2950760858528316,0.0
2025-10-03 05:00:00+00:00,2.6307732022136787,0.019200000000000002,0.0,0.0,0.0,2.6115732022136786,5.191982269677649,2.6115732022136786,0.0,0.17631327814418615,0.0,1.6430869302466038,0.0
2025-10-03 06:00:00+00:00,2.5862453497554814,0.0,0.0,0.0,0.0,2.5862453497554814,2.469618743619248,2.5862453497554814,0.0,0.16895702483956274,0.0,1.594464551367585,0.0
2025-10-03 07:00:00+00:00,2.67346410112844,0.0,0.0,0.0,0.0,0.0,2.469618743619248,2.67346410112844,2.67346410112844,0.16863837271297294,0.16863837271297294,1.6301623585065754,1.6301623585065754
2025-10-03 08:00:00+00:00,2.6264270235000335,0.0,0.0,0.0,0.0,0.0,2.469618743619248,2.6264270235000335,2.6264270235000335,0.1619165021271955,0.1619165021271955,1.5910407623172587,1.5910407623172587
2025-10-03 09:00:00+00:00,2.66205487042126,0.0,0.0,0.0,0.0,0.0,2.469618743619248,2.66205487042126,2.66205487042126,0.16213203394927234,0.16213203394927234,1.6128162706039637,1.6128162706039637
2025-10-03 10:00:00+00:00,2.5683589447880224,0.0,0.0,0.0,0.0,0.0,2.469618743619248,2.5683589447880224,2.5683589447880224,0.15774749254504875,0.15774749254504875,1.5753646279006004,1.5753646279006004
